id,name,category,type,calories,protein,carbs,fat,fiber,price,image,swiggyUrl,zomatoUrl,description,benefits,health_score
veg-pulao---chef-special-adabfd,Veg Pulao - Chef Special,lunch,veg,170,44,104,33,12,841,https://images.unsplash.com/photo-1467174980?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Veg+Pulao+-+Chef+Special,https://www.zomato.com/search?q=Veg+Pulao+-+Chef+Special,"Veg Pulao - Chef Special — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
pepperoni-pizza---street-style-542b6a,Pepperoni Pizza - Street Style,lunch,non-veg,889,44,125,10,12,1182,https://images.unsplash.com/photo-1090600511?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Pepperoni+Pizza+-+Street+Style,https://www.zomato.com/search?q=Pepperoni+Pizza+-+Street+Style,"Pepperoni Pizza - Street Style — delicious non-veg dish, popular in its region.",High protein|High fiber|Low fat,3
chicken-tikka---classic-c29387,Chicken Tikka - Classic,dinner,non-veg,303,44,75,17,11,177,https://images.unsplash.com/photo-1128204163?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chicken+Tikka+-+Classic,https://www.zomato.com/search?q=Chicken+Tikka+-+Classic,"Chicken Tikka - Classic — delicious non-veg dish, popular in its region.",High protein|High fiber,3
mangalorean-fish-curry-f88869,Mangalorean Fish Curry,lunch,non-veg,295,44,53,14,10,334,https://images.unsplash.com/photo-1591792213?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=Mangalorean+Fish+Curry,https://www.zomato.com/search?q=Mangalorean+Fish+Curry,Mangalorean Fish Curry - delicious regional specialty.,High protein,3
curd-rice---restaurant-688-3b2eb6,Curd Rice - Restaurant 688,lunch,veg,547,44,1,55,10,282,https://images.unsplash.com/photo-1684104542?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Curd+Rice+-+Restaurant+688,https://www.zomato.com/search?q=Curd+Rice+-+Restaurant+688,"Curd Rice - Restaurant 688 — delicious veg dish, popular in its region.",High protein|High fiber,3
dosa---home-style-dfdeb7,Dosa - Home Style,breakfast,veg,477,44,3,51,9,266,https://images.unsplash.com/photo-1520742870?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Dosa+-+Home+Style,https://www.zomato.com/search?q=Dosa+-+Home+Style,"Dosa - Home Style — delicious veg dish, popular in its region.",High protein|High fiber,3
chicken-shawarma---chef-special-6adb66,Chicken Shawarma - Chef Special,lunch,non-veg,748,44,40,9,9,599,https://images.unsplash.com/photo-1537052552?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chicken+Shawarma+-+Chef+Special,https://www.zomato.com/search?q=Chicken+Shawarma+-+Chef+Special,"Chicken Shawarma - Chef Special — delicious non-veg dish, popular in its region.",High protein|High fiber|Low fat,3
kachori---classic-0d826e,Kachori - Classic,snack,veg,228,44,90,37,7,1007,https://images.unsplash.com/photo-1589268239?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Kachori+-+Classic,https://www.zomato.com/search?q=Kachori+-+Classic,"Kachori - Classic — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
sambar-vada---chef-special-1112-81f88b,Sambar Vada - Chef Special 1112,snack,veg,364,44,10,38,4,144,https://images.unsplash.com/photo-1017019337?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sambar+Vada+-+Chef+Special+1112,https://www.zomato.com/search?q=Sambar+Vada+-+Chef+Special+1112,"Sambar Vada - Chef Special 1112 — delicious veg dish, popular in its region.",High protein,3
schezwan-fried-rice---home-style-274066,Schezwan Fried Rice - Home Style,lunch,veg,752,44,86,4,4,211,https://images.unsplash.com/photo-1224270315?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Schezwan+Fried+Rice+-+Home+Style,https://www.zomato.com/search?q=Schezwan+Fried+Rice+-+Home+Style,"Schezwan Fried Rice - Home Style — delicious veg dish, popular in its region.",High protein|Low fat,3
sukha-mutton-871ecc,Sukha Mutton,breakfast,non-veg,519,44,21,9,3,258,https://images.unsplash.com/photo-1162274346?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=Sukha+Mutton,https://www.zomato.com/search?q=Sukha+Mutton,Sukha Mutton - delicious regional specialty.,High protein,3
chicken-burrito---home-style-112593,Chicken Burrito - Home Style,dinner,non-veg,254,44,49,41,0,773,https://images.unsplash.com/photo-1843076126?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chicken+Burrito+-+Home+Style,https://www.zomato.com/search?q=Chicken+Burrito+-+Home+Style,"Chicken Burrito - Home Style — delicious non-veg dish, popular in its region.",High protein,3
shahi-paneer---street-style-992d23,Shahi Paneer - Street Style,lunch,veg,570,43,122,5,17,481,https://images.unsplash.com/photo-1840362335?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Shahi+Paneer+-+Street+Style,https://www.zomato.com/search?q=Shahi+Paneer+-+Street+Style,"Shahi Paneer - Street Style — delicious veg dish, popular in its region.",High protein|High fiber|Low fat,3
puri-sabzi---chef-special-1092-767930,Puri Sabzi - Chef Special 1092,dinner,veg,235,43,36,14,15,1097,https://images.unsplash.com/photo-1813201858?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puri+Sabzi+-+Chef+Special+1092,https://www.zomato.com/search?q=Puri+Sabzi+-+Chef+Special+1092,"Puri Sabzi - Chef Special 1092 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
matar-pulao---restaurant-6d2590,Matar Pulao - Restaurant,lunch,veg,324,43,82,37,13,594,https://images.unsplash.com/photo-1138579080?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Matar+Pulao+-+Restaurant,https://www.zomato.com/search?q=Matar+Pulao+-+Restaurant,"Matar Pulao - Restaurant — delicious veg dish, popular in its region.",High protein|High fiber,3
puri-sabzi---family-recipe-984-44ac9c,Puri Sabzi - Family Recipe 984,dinner,veg,829,43,21,37,9,144,https://images.unsplash.com/photo-1645051975?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puri+Sabzi+-+Family+Recipe+984,https://www.zomato.com/search?q=Puri+Sabzi+-+Family+Recipe+984,"Puri Sabzi - Family Recipe 984 — delicious veg dish, popular in its region.",High protein|High fiber,3
kadhi-pakora---family-recipe-4c8057,Kadhi Pakora - Family Recipe,breakfast,veg,81,43,67,26,7,1139,https://images.unsplash.com/photo-1570891288?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Kadhi+Pakora+-+Family+Recipe,https://www.zomato.com/search?q=Kadhi+Pakora+-+Family+Recipe,"Kadhi Pakora - Family Recipe — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
shahi-paneer---restaurant-30f321,Shahi Paneer - Restaurant,snack,veg,708,43,6,60,3,1129,https://images.unsplash.com/photo-1910981426?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Shahi+Paneer+-+Restaurant,https://www.zomato.com/search?q=Shahi+Paneer+-+Restaurant,"Shahi Paneer - Restaurant — delicious veg dish, popular in its region.",High protein,3
badam-milk---home-style-3c89a5,Badam Milk - Home Style,lunch,veg,205,42,134,47,20,312,https://images.unsplash.com/photo-1502079725?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Badam+Milk+-+Home+Style,https://www.zomato.com/search?q=Badam+Milk+-+Home+Style,"Badam Milk - Home Style — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
fish-fry---street-style-93fac6,Fish Fry - Street Style,dinner,non-veg,189,42,120,53,15,1016,https://images.unsplash.com/photo-1081334456?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Fish+Fry+-+Street+Style,https://www.zomato.com/search?q=Fish+Fry+-+Street+Style,"Fish Fry - Street Style — delicious non-veg dish, popular in its region.",Low calorie|High protein|High fiber,3
egg-bhurji---signature-fb1596,Egg Bhurji - Signature,dinner,non-veg,341,42,100,40,11,749,https://images.unsplash.com/photo-1119551739?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Egg+Bhurji+-+Signature,https://www.zomato.com/search?q=Egg+Bhurji+-+Signature,"Egg Bhurji - Signature — delicious non-veg dish, popular in its region.",High protein|High fiber,3
phirni---restaurant-dbbd38,Phirni - Restaurant,dinner,veg,285,42,56,26,10,208,https://images.unsplash.com/photo-1737478398?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Phirni+-+Restaurant,https://www.zomato.com/search?q=Phirni+-+Restaurant,"Phirni - Restaurant — delicious veg dish, popular in its region.",High protein|High fiber,3
ambur-biryani---classic-adee5e,Ambur Biryani - Classic,lunch,non-veg,804,42,127,7,9,864,https://images.unsplash.com/photo-1920949709?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Ambur+Biryani+-+Classic,https://www.zomato.com/search?q=Ambur+Biryani+-+Classic,"Ambur Biryani - Classic — delicious non-veg dish, popular in its region.",High protein|High fiber|Low fat,3
poha---home-style-b3af1c,Poha - Home Style,breakfast,veg,848,42,18,58,5,905,https://images.unsplash.com/photo-1077270169?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Poha+-+Home+Style,https://www.zomato.com/search?q=Poha+-+Home+Style,"Poha - Home Style — delicious veg dish, popular in its region.",High protein|High fiber,3
chapati---family-recipe-fa7203,Chapati - Family Recipe,breakfast,veg,224,42,47,34,4,701,https://images.unsplash.com/photo-1193637735?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chapati+-+Family+Recipe,https://www.zomato.com/search?q=Chapati+-+Family+Recipe,"Chapati - Family Recipe — delicious veg dish, popular in its region.",Low calorie|High protein,3
kadhi-pakora---street-style-958-0678db,Kadhi Pakora - Street Style 958,lunch,veg,843,42,8,50,3,928,https://images.unsplash.com/photo-1092785975?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Kadhi+Pakora+-+Street+Style+958,https://www.zomato.com/search?q=Kadhi+Pakora+-+Street+Style+958,"Kadhi Pakora - Street Style 958 — delicious veg dish, popular in its region.",High protein,3
lucknowi-biryani---family-recipe-107-e24d65,Lucknowi Biryani - Family Recipe 107,lunch,non-veg,490,42,97,2,1,421,https://images.unsplash.com/photo-1017976110?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Lucknowi+Biryani+-+Family+Recipe+107,https://www.zomato.com/search?q=Lucknowi+Biryani+-+Family+Recipe+107,"Lucknowi Biryani - Family Recipe 107 — delicious non-veg dish, popular in its region.",High protein|Low fat,3
dabeli---home-style-75c912,Dabeli - Home Style,snack,veg,420,42,97,7,0,1079,https://images.unsplash.com/photo-1049886198?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Dabeli+-+Home+Style,https://www.zomato.com/search?q=Dabeli+-+Home+Style,"Dabeli - Home Style — delicious veg dish, popular in its region.",High protein|Low fat,3
egg-biryani---chef-special-832-077a6b,Egg Biryani - Chef Special 832,lunch,non-veg,281,41,122,58,19,1088,https://images.unsplash.com/photo-1934255716?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Egg+Biryani+-+Chef+Special+832,https://www.zomato.com/search?q=Egg+Biryani+-+Chef+Special+832,"Egg Biryani - Chef Special 832 — delicious non-veg dish, popular in its region.",High protein|High fiber,3
malpua---family-recipe-79b411,Malpua - Family Recipe,breakfast,veg,274,41,96,49,16,255,https://images.unsplash.com/photo-1514124453?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Malpua+-+Family+Recipe,https://www.zomato.com/search?q=Malpua+-+Family+Recipe,"Malpua - Family Recipe — delicious veg dish, popular in its region.",High protein|High fiber,3
kalakand---signature-53585e,Kalakand - Signature,lunch,veg,300,41,130,34,15,769,https://images.unsplash.com/photo-1790938649?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Kalakand+-+Signature,https://www.zomato.com/search?q=Kalakand+-+Signature,"Kalakand - Signature — delicious veg dish, popular in its region.",High protein|High fiber,3
grilled-cheese-sandwich---street-style-1035-f9a95d,Grilled Cheese Sandwich - Street Style 1035,dinner,veg,251,41,41,39,14,472,https://images.unsplash.com/photo-1379287253?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Grilled+Cheese+Sandwich+-+Street+Style+1035,https://www.zomato.com/search?q=Grilled+Cheese+Sandwich+-+Street+Style+1035,"Grilled Cheese Sandwich - Street Style 1035 — delicious veg dish, popular in its region.",High protein|High fiber,3
puri-sabzi---family-recipe-812-552436,Puri Sabzi - Family Recipe 812,dinner,veg,794,41,4,41,14,1114,https://images.unsplash.com/photo-1430481907?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puri+Sabzi+-+Family+Recipe+812,https://www.zomato.com/search?q=Puri+Sabzi+-+Family+Recipe+812,"Puri Sabzi - Family Recipe 812 — delicious veg dish, popular in its region.",High protein|High fiber,3
thoran---home-style-34ada9,Thoran - Home Style,snack,veg,139,41,83,19,12,977,https://images.unsplash.com/photo-1481785748?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Thoran+-+Home+Style,https://www.zomato.com/search?q=Thoran+-+Home+Style,"Thoran - Home Style — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
nimbu-pani---street-style-634-ba51ce,Nimbu Pani - Street Style 634,snack,veg,144,41,116,31,12,956,https://images.unsplash.com/photo-1025957547?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Nimbu+Pani+-+Street+Style+634,https://www.zomato.com/search?q=Nimbu+Pani+-+Street+Style+634,"Nimbu Pani - Street Style 634 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
thalassery-biryani---street-style-72649b,Thalassery Biryani - Street Style,lunch,non-veg,299,41,43,17,10,135,https://images.unsplash.com/photo-1385457057?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Thalassery+Biryani+-+Street+Style,https://www.zomato.com/search?q=Thalassery+Biryani+-+Street+Style,"Thalassery Biryani - Street Style — delicious non-veg dish, popular in its region.",High protein|High fiber,3
pepperoni-pizza---classic-17303a,Pepperoni Pizza - Classic,lunch,non-veg,776,41,12,55,9,359,https://images.unsplash.com/photo-1085542510?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Pepperoni+Pizza+-+Classic,https://www.zomato.com/search?q=Pepperoni+Pizza+-+Classic,"Pepperoni Pizza - Classic — delicious non-veg dish, popular in its region.",High protein|High fiber,3
mysore-pak-6bf02d,Mysore Pak,lunch,veg,352,41,22,9,8,94,https://images.unsplash.com/photo-1263043632?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=Mysore+Pak,https://www.zomato.com/search?q=Mysore+Pak,Mysore Pak - delicious regional specialty.,High protein,3
patrode---family-recipe-cc27df,Patrode - Family Recipe,breakfast,veg,130,41,56,38,7,1012,https://images.unsplash.com/photo-1087277186?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Patrode+-+Family+Recipe,https://www.zomato.com/search?q=Patrode+-+Family+Recipe,"Patrode - Family Recipe — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
aloo-tikki---restaurant-826-5058a6,Aloo Tikki - Restaurant 826,dinner,veg,81,41,40,24,6,685,https://images.unsplash.com/photo-1241391188?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Aloo+Tikki+-+Restaurant+826,https://www.zomato.com/search?q=Aloo+Tikki+-+Restaurant+826,"Aloo Tikki - Restaurant 826 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
puttu-kadala-special-53318a,Puttu Kadala Special,breakfast,veg,208,41,72,11,5,414,https://images.unsplash.com/photo-1164968261?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=Puttu+Kadala+Special,https://www.zomato.com/search?q=Puttu+Kadala+Special,Puttu Kadala Special - delicious regional specialty.,Low calorie|High protein|Protein rich,3
tandoori-pomfret-b970d9,Tandoori Pomfret,dinner,non-veg,590,41,18,27,1,225,https://images.unsplash.com/photo-1694930714?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=Tandoori+Pomfret,https://www.zomato.com/search?q=Tandoori+Pomfret,Tandoori Pomfret - delicious regional specialty.,High protein,3
thalassery-biryani---signature-b27fa9,Thalassery Biryani - Signature,lunch,non-veg,270,40,120,53,17,221,https://images.unsplash.com/photo-1015088989?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Thalassery+Biryani+-+Signature,https://www.zomato.com/search?q=Thalassery+Biryani+-+Signature,"Thalassery Biryani - Signature — delicious non-veg dish, popular in its region.",High protein|High fiber,3
puri-sabzi---family-recipe-e0ca7f,Puri Sabzi - Family Recipe,dinner,veg,429,40,15,51,13,440,https://images.unsplash.com/photo-1310953921?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Puri+Sabzi+-+Family+Recipe,https://www.zomato.com/search?q=Puri+Sabzi+-+Family+Recipe,"Puri Sabzi - Family Recipe — delicious veg dish, popular in its region.",High protein|High fiber,3
thepla---home-style-1150-2ceb85,Thepla - Home Style 1150,lunch,veg,674,40,28,59,12,81,https://images.unsplash.com/photo-1877267687?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Thepla+-+Home+Style+1150,https://www.zomato.com/search?q=Thepla+-+Home+Style+1150,"Thepla - Home Style 1150 — delicious veg dish, popular in its region.",High protein|High fiber,3
pasta-arrabiata---family-recipe-ebe3da,Pasta Arrabiata - Family Recipe,lunch,veg,893,40,19,45,12,935,https://images.unsplash.com/photo-1027208510?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Pasta+Arrabiata+-+Family+Recipe,https://www.zomato.com/search?q=Pasta+Arrabiata+-+Family+Recipe,"Pasta Arrabiata - Family Recipe — delicious veg dish, popular in its region.",High protein|High fiber,3
payasam---classic-772-2a0264,Payasam - Classic 772,breakfast,veg,151,40,85,20,10,622,https://images.unsplash.com/photo-1302897586?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Payasam+-+Classic+772,https://www.zomato.com/search?q=Payasam+-+Classic+772,"Payasam - Classic 772 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
prawn-fry---signature-8da612,Prawn Fry - Signature,breakfast,non-veg,122,40,47,36,9,419,https://images.unsplash.com/photo-1463977343?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Prawn+Fry+-+Signature,https://www.zomato.com/search?q=Prawn+Fry+-+Signature,"Prawn Fry - Signature — delicious non-veg dish, popular in its region.",Low calorie|High protein|High fiber,3
malabar-biryani---restaurant-1266-4fc4f0,Malabar Biryani - Restaurant 1266,lunch,non-veg,464,40,3,57,9,771,https://images.unsplash.com/photo-1591573630?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Malabar+Biryani+-+Restaurant+1266,https://www.zomato.com/search?q=Malabar+Biryani+-+Restaurant+1266,"Malabar Biryani - Restaurant 1266 — delicious non-veg dish, popular in its region.",High protein|High fiber,3
aloo-gobi---signature-155-05b69a,Aloo Gobi - Signature 155,lunch,veg,108,40,118,51,6,141,https://images.unsplash.com/photo-1400759616?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Aloo+Gobi+-+Signature+155,https://www.zomato.com/search?q=Aloo+Gobi+-+Signature+155,"Aloo Gobi - Signature 155 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
peda---home-style-1075-56ae6f,Peda - Home Style 1075,snack,veg,290,40,71,49,6,706,https://images.unsplash.com/photo-1170310701?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Peda+-+Home+Style+1075,https://www.zomato.com/search?q=Peda+-+Home+Style+1075,"Peda - Home Style 1075 — delicious veg dish, popular in its region.",High protein|High fiber,3
chicken-nuggets---signature-43d1eb,Chicken Nuggets - Signature,dinner,non-veg,115,40,38,49,4,163,https://images.unsplash.com/photo-1137895844?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chicken+Nuggets+-+Signature,https://www.zomato.com/search?q=Chicken+Nuggets+-+Signature,"Chicken Nuggets - Signature — delicious non-veg dish, popular in its region.",Low calorie|High protein,3
egg-curry---chef-special-937bd6,Egg Curry - Chef Special,lunch,non-veg,268,40,32,17,0,574,https://images.unsplash.com/photo-1167539587?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Egg+Curry+-+Chef+Special,https://www.zomato.com/search?q=Egg+Curry+-+Chef+Special,"Egg Curry - Chef Special — delicious non-veg dish, popular in its region.",High protein,3
mirchi-bajji---street-style-5d4e7d,Mirchi Bajji - Street Style,breakfast,veg,411,39,1,52,20,1102,https://images.unsplash.com/photo-1333483613?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Mirchi+Bajji+-+Street+Style,https://www.zomato.com/search?q=Mirchi+Bajji+-+Street+Style,"Mirchi Bajji - Street Style — delicious veg dish, popular in its region.",High protein|High fiber,3
vellayappam---chef-special-187-30d522,Vellayappam - Chef Special 187,dinner,veg,750,39,19,49,20,315,https://images.unsplash.com/photo-1667629990?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Vellayappam+-+Chef+Special+187,https://www.zomato.com/search?q=Vellayappam+-+Chef+Special+187,"Vellayappam - Chef Special 187 — delicious veg dish, popular in its region.",High protein|High fiber,3
shahi-tukda---restaurant-719bf3,Shahi Tukda - Restaurant,snack,veg,327,39,75,35,19,142,https://images.unsplash.com/photo-1911683046?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Shahi+Tukda+-+Restaurant,https://www.zomato.com/search?q=Shahi+Tukda+-+Restaurant,"Shahi Tukda - Restaurant — delicious veg dish, popular in its region.",High protein|High fiber,3
upma---classic-64f0f2,Upma - Classic,breakfast,veg,251,39,146,48,17,308,https://images.unsplash.com/photo-1931569522?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Upma+-+Classic,https://www.zomato.com/search?q=Upma+-+Classic,"Upma - Classic — delicious veg dish, popular in its region.",High protein|High fiber,3
gajar-halwa---street-style-b42e32,Gajar Halwa - Street Style,dinner,veg,152,39,80,27,16,1177,https://images.unsplash.com/photo-1539236676?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Gajar+Halwa+-+Street+Style,https://www.zomato.com/search?q=Gajar+Halwa+-+Street+Style,"Gajar Halwa - Street Style — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
pani-puri---family-recipe-0efc1f,Pani Puri - Family Recipe,lunch,veg,694,39,9,17,13,350,https://images.unsplash.com/photo-1899353664?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Pani+Puri+-+Family+Recipe,https://www.zomato.com/search?q=Pani+Puri+-+Family+Recipe,"Pani Puri - Family Recipe — delicious veg dish, popular in its region.",High protein|High fiber,3
burger-chicken---home-style-9b98ff,Burger Chicken - Home Style,lunch,non-veg,704,39,14,39,11,1102,https://images.unsplash.com/photo-1566303480?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Burger+Chicken+-+Home+Style,https://www.zomato.com/search?q=Burger+Chicken+-+Home+Style,"Burger Chicken - Home Style — delicious non-veg dish, popular in its region.",High protein|High fiber,3
garlic-bread---classic-5fd6d5,Garlic Bread - Classic,dinner,veg,116,39,41,41,10,795,https://images.unsplash.com/photo-1189864762?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Garlic+Bread+-+Classic,https://www.zomato.com/search?q=Garlic+Bread+-+Classic,"Garlic Bread - Classic — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
burger-chicken---signature-e94d2e,Burger Chicken - Signature,lunch,non-veg,491,39,29,36,9,200,https://images.unsplash.com/photo-1044524129?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Burger+Chicken+-+Signature,https://www.zomato.com/search?q=Burger+Chicken+-+Signature,"Burger Chicken - Signature — delicious non-veg dish, popular in its region.",High protein|High fiber,3
chili-paneer---chef-special-c55bf8,Chili Paneer - Chef Special,breakfast,veg,181,39,106,12,7,1041,https://images.unsplash.com/photo-1762286614?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Chili+Paneer+-+Chef+Special,https://www.zomato.com/search?q=Chili+Paneer+-+Chef+Special,"Chili Paneer - Chef Special — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
gobhi-paratha---family-recipe-695-393a22,Gobhi Paratha - Family Recipe 695,breakfast,veg,173,39,58,40,6,1104,https://images.unsplash.com/photo-1818340433?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Gobhi+Paratha+-+Family+Recipe+695,https://www.zomato.com/search?q=Gobhi+Paratha+-+Family+Recipe+695,"Gobhi Paratha - Family Recipe 695 — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
kadhi-pakora---street-style-d1587e,Kadhi Pakora - Street Style,snack,veg,86,39,98,19,0,1113,https://images.unsplash.com/photo-1344871039?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Kadhi+Pakora+-+Street+Style,https://www.zomato.com/search?q=Kadhi+Pakora+-+Street+Style,"Kadhi Pakora - Street Style — delicious veg dish, popular in its region.",Low calorie|High protein,3
sundal---signature-0d0e49,Sundal - Signature,dinner,veg,377,38,35,7,16,1193,https://images.unsplash.com/photo-1238540235?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Sundal+-+Signature,https://www.zomato.com/search?q=Sundal+-+Signature,"Sundal - Signature — delicious veg dish, popular in its region.",High protein|High fiber|Low fat,3
spring-roll---restaurant-de2297,Spring Roll - Restaurant,lunch,veg,115,38,137,34,12,98,https://images.unsplash.com/photo-1135587441?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Spring+Roll+-+Restaurant,https://www.zomato.com/search?q=Spring+Roll+-+Restaurant,"Spring Roll - Restaurant — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
meen-moilee---signature-0b5f09,Meen Moilee - Signature,dinner,veg,182,38,109,40,11,1161,https://images.unsplash.com/photo-1411581477?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Meen+Moilee+-+Signature,https://www.zomato.com/search?q=Meen+Moilee+-+Signature,"Meen Moilee - Signature — delicious veg dish, popular in its region.",Low calorie|High protein|High fiber,3
meen-moilee---home-style-343-a6200d,Meen Moilee - Home Style 343,dinner,veg,609,38,57,7,10,198,https://images.unsplash.com/photo-1445191535?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Meen+Moilee+-+Home+Style+343,https://www.zomato.com/search?q=Meen+Moilee+-+Home+Style+343,"Meen Moilee - Home Style 343 — delicious veg dish, popular in its region.",High protein|High fiber|Low fat,3
kara-kozhambu-c6ab39,Kara Kozhambu,lunch,veg,285,38,55,2,8,556,https://images.unsplash.com/photo-1133095319?w=1400&h=900&fit=crop&q=90,https://www.swiggy.com/search?query=Kara+Kozhambu,https://www.zomato.com/search?q=Kara+Kozhambu,Kara Kozhambu - delicious regional specialty.,High protein,3
ragi-mudde---restaurant-00e3ee,Ragi Mudde - Restaurant,lunch,veg,655,38,34,1,0,317,https://images.unsplash.com/photo-1954113487?w=1920&h=1080&fit=crop&q=90,https://www.swiggy.com/search?query=Ragi+Mudde+-+Restaurant,https://www.zomato.com/search?q=Ragi+Mudde+-+Restaurant,"Ragi Mudde - Restaurant — delicious veg dish, popular in its region.",High protein|Low fat,3
